FID,bh_id_sadc,bh_id,bh_type,country,longitude,latitude,geod_datum,elev_m_dem,elevation,bh_depth,compl_date,swl_m,swl_date,yield_l_s,yieldtype,ec_ms_m,tds_mg_l,f_mg_l,no3_mg_l,lith,reliabilit,bh_status,hgm_litho,hgm_aqtype,hgm_produc,dataowner,contact_person,email,file_name,province,wgs84
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2bf2,642150,2425DD00024,unknown,South Africa,25.87655,-24.97208,WGS84,1060,1050,81.0,1993-10-04,24.0,1993-10-24,2.13,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.87655 -24.97208
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2bfe,665510,2526AA00314,unknown,South Africa,26.04963,-25.18395,WGS84,1102,1100,47.6,1939-01-28,36.6,1939-01-28,1.21,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,DIBS",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.04963 -25.18395
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2c12,663498,2525BB00072,unknown,South Africa,25.81629,-25.15061,WGS84,1109,1120,17.1,1932-03-03,10.7,1932-03-03,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,QRTZ,SDCL,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.81629 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2c1d,665567,2526AA00371,unknown,South Africa,26.04965,-25.08812,WGS84,1140,1140,90.0,1990-07-23,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.04965 -25.08812
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2c37,665420,2526AA00223,unknown,South Africa,26.1163,-25.21737,WGS84,1052,1040,71.6,1966-06-21,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,GRVL,NORT",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.1163 -25.21737
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2c67,665438,2526AA00241,unknown,South Africa,26.16631,-25.15061,WGS84,1057,1040,42.4,1946-09-07,33.5,1946-09-07,0.38,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.16631 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2c6e,643324,2426CC00291,unknown,South Africa,26.0163,-24.80065,WGS84,1164,1160,67.7,1939-07-29,32.0,1939-07-29,0.14,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CHRT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0163 -24.80065
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2c91,663460,2525BB00034,unknown,South Africa,25.91631,-25.15061,WGS84,1115,1100,73.2,1957-10-06,39.6,1957-10-06,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SAND,SNDS",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2cc9,666115,2526AC00289,unknown,South Africa,26.09963,-25.41732,WGS84,1330,1320,91.0,1974-11-05,30.0,1974-11-05,0.43,unknown,-9999.0,-9999.0,-9999.0,-9999.0,BSLT,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -25.41732
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2cd9,665379,2526AA00182,unknown,South Africa,26.14136,-25.06729,WGS84,1075,1060,199.0,1964-09-29,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,NORT,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.14136 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ce2,665267,2526AA00067,unknown,South Africa,26.14967,-25.02145,WGS84,1043,1040,29.9,1948-10-23,14.0,1948-10-23,2.71,unknown,-9999.0,-9999.0,-9999.0,-9999.0,SOIL,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.14967 -25.02145
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ce5,643251,2426CC00218,unknown,South Africa,26.13296,-24.76731,WGS84,1121,1120,83.8,1920-03-03,25.9,1920-03-03,1.51,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,DIBS,GRVL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.13296 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2cef,643105,2426CC00072,unknown,South Africa,26.08296,-24.96734,WGS84,1068,1060,54.9,1958-01-02,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,HNFL,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08296 -24.96734
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2d06,666189,2526AC00363,unknown,South Africa,26.10157,-25.28922,WGS84,1127,1120,61.0,1996-01-31,14.7,1996-02-15,7.5,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.10157 -25.28922
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2d30,665334,2526AA00135,unknown,South Africa,26.09142,-25.15061,WGS84,1098,1100,65.2,1960-07-20,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,NORT,QRTZ,SOIL,",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09142 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2d4f,665460,2526AA00263,unknown,South Africa,26.16642,-25.15061,WGS84,1057,1040,65.5,1958-07-05,51.2,1958-07-05,0.09,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.16642 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2d65,663930,2525BD00187,unknown,South Africa,25.92428,-25.26199,WGS84,1134,1130,91.0,1991-10-29,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DLRT,SAND,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.92428 -25.26199
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2d94,663473,2525BB00047,unknown,South Africa,25.80102,-25.22811,WGS84,1135,1130,108.0,1998-02-25,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,GRGN,MDSN,SAND,SLSN",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.80102 -25.22811
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ddb,643108,2426CC00075,unknown,South Africa,26.08302,-24.9673,WGS84,1068,1060,32.0,1950-04-11,21.3,1950-04-11,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,DIBS",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08302 -24.9673
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2dec,663852,2525BD00107,unknown,South Africa,25.88295,-25.29282,WGS84,1283,1280,61.0,1959-04-22,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,DIBS,SLTE",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.88295 -25.29282
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2dfb,663494,2525BB00068,unknown,South Africa,25.91631,-25.15061,WGS84,1115,1100,102.7,1964-11-12,36.6,1964-11-12,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,HNFL,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e10,663637,2525BB00214,unknown,South Africa,25.96631,-25.13395,WGS84,1152,1160,91.4,1958-02-12,48.8,1958-02-12,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.13395
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e23,666209,2526AC00384,unknown,South Africa,26.08381,-25.3162,WGS84,1286,1210,39.1,1992-09-01,19.5,1992-09-01,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08381 -25.3162
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e2c,665320,2526AA00120,unknown,South Africa,26.0913,-25.15067,WGS84,1098,1100,48.5,1951-04-09,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0913 -25.15067
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e53,665533,2526AA00337,unknown,South Africa,26.09971,-25.05062,WGS84,1067,1060,125.0,1988-09-20,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09971 -25.05062
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e65,663762,2525BD00015,unknown,South Africa,25.96631,-25.41727,WGS84,1235,1240,39.3,1962-08-23,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,QRTZ,SHLE,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.41727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e6d,665524,2526AA00328,unknown,South Africa,26.04963,-25.18402,WGS84,1102,1100,64.6,1959-01-03,35.1,1959-01-03,1.81,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,NORT,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.04963 -25.18402
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e80,643378,2426CC00345,unknown,South Africa,26.05407,-24.7887,WGS84,1129,1130,114.0,1999-12-13,18.0,1999-12-13,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SAND,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.05407 -24.7887
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e88,665830,2526AC00003,unknown,South Africa,26.0663,-25.3006,WGS84,1186,1200,36.0,1949-03-20,19.2,1949-03-20,1.26,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,GRVL,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0663 -25.3006
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e92,665235,2526AA00035,unknown,South Africa,26.09963,-25.05065,WGS84,1067,1060,35.7,1961-09-09,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,CLAY,NORT,SNDS,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -25.05065
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2e93,665590,2526AA00395,unknown,South Africa,26.16074,-25.14089,WGS84,1070,1060,85.0,1991-07-26,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.16074 -25.14089
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ec7,643337,2426CC00304,unknown,South Africa,26.1331,-24.76731,WGS84,1121,1120,60.0,1980-01-08,7.0,1980-01-08,4.27,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CHLK,GRVL,SHLE",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.1331 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ee1,666166,2526AC00340,unknown,South Africa,26.08741,-25.38754,WGS84,1253,1250,64.6,1900-01-01,31.7,1994-10-21,0.63,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08741 -25.38754
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ef0,665440,2526AA00243,unknown,South Africa,26.16632,-25.15061,WGS84,1057,1040,30.5,1947-01-11,10.1,1947-01-11,3.03,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,GRNT,NORT,QRTZ,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.16632 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2ef6,663765,2525BD00018,unknown,South Africa,25.96631,-25.41727,WGS84,1235,1240,37.5,1962-11-08,30.5,1962-11-08,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,CHRT,SHLE,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.41727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2f1c,643266,2426CC00233,unknown,South Africa,26.13296,-24.76739,WGS84,1121,1120,35.1,1960-03-16,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,DIBS,unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.13296 -24.76739
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2f1f,665530,2526AA00334,unknown,South Africa,26.09963,-25.05068,WGS84,1067,1060,89.0,1979-09-26,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,PLLT,SCST",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -25.05068
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2f4c,665340,2526AA00141,unknown,South Africa,26.09145,-25.15061,WGS84,1098,1100,152.4,1963-04-02,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"HNFL,NORT,QRTZ,TUFF,",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09145 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2f5f,643311,2426CC00278,unknown,South Africa,26.01635,-24.76731,WGS84,1096,1100,61.0,1960-04-13,45.7,1960-04-13,0.06,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Volcanic rocks, extrusive",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.01635 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2f62,663466,2525BB00040,unknown,South Africa,25.88296,-25.01729,WGS84,1075,1060,42.7,1962-01-30,16.8,1962-01-30,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"LAVA,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.88296 -25.01729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2f87,665591,2526AA00396,unknown,South Africa,26.16908,-25.14367,WGS84,1058,1040,180.0,1991-08-20,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"LAVA,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.16908 -25.14367
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2faa,665431,2526AA00234,unknown,South Africa,26.11645,-25.21728,WGS84,1052,1040,146.6,1971-07-06,36.6,1971-07-06,0.35,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,CLAY,HNFL,NORT,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.11645 -25.21728
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2fc3,665946,2526AC00119,unknown,South Africa,26.03305,-25.31172,WGS84,1303,1360,63.4,1973-09-28,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.03305 -25.31172
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_2fd2,642173,2425DD00050,unknown,South Africa,25.87241,-24.86452,WGS84,1034,1030,84.0,1980-10-02,8.5,1980-10-02,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,Dolomite and limestone,Karst,"Karst aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.87241 -24.86452
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_3040,665596,2526AA00401,unknown,South Africa,26.0913,-25.04228,WGS84,1086,1080,96.0,1990-04-09,54.0,1990-04-09,2.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DLRT,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0913 -25.04228
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_3061,642143,2425DD00017,unknown,South Africa,25.91197,-24.99745,WGS84,1073,1070,71.0,1998-06-17,29.6,1998-06-17,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GBBR,LMSN,SHLE,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91197 -24.99745
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_306d,663480,2525BB00054,unknown,South Africa,25.98485,-25.14818,WGS84,1170,1170,81.0,1993-09-24,15.0,1993-09-24,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,NORT,QRTZ,SAND,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.98485 -25.14818
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_307c,663521,2525BB00095,unknown,South Africa,25.98297,-25.10062,WGS84,1146,1140,21.3,1958-07-28,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLSD,NORT,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.98297 -25.10062
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_307f,665945,2526AC00118,unknown,South Africa,26.03296,-25.31172,WGS84,1303,1360,46.9,1970-02-18,22.9,1970-02-18,2.56,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,DLMT,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.03296 -25.31172
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_308b,665230,2526AA00030,unknown,South Africa,26.09964,-25.05062,WGS84,1067,1060,58.5,1938-08-22,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09964 -25.05062
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_30b2,665848,2526AC00021,unknown,South Africa,26.0663,-25.30069,WGS84,1186,1200,53.0,1975-04-07,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GRNT,HNFL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0663 -25.30069
