"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","GeositeInfo_ReferenceDatum","GeositeInfo_CoordinateMethod","GeositeInfo_Elevation","GeositeInfo_FarmName","GeositeInfo_FarmNumber","GeositeInfo_Town","GeositeInfo_Portion","GeositeInfo_Village","GeositeInfo_GeositeStatus","GeositeInfo_DateWhenStatusWasObserved","GeositeInfo_MapNumber","GeositeInfo_Province","GeositeInfo_RegistrationDistrict","GeositeInfo_QuaternaryDrainageRegion","GeositeInfo_WaterManagementArea","GeositeInfo_MunicipalDistrictNew","GeositeInfo_HydrogeologicalRegion","GeositeInfo_WaterUserAssociation","GeositeInfo_Geomorphology","GeositeInfo_LandCover","GeositeInfo_TasteOfWater","GeositeInfo_IntendedGeositePurpose","GeositeInfo_ObservedActualWaterUses","GeositeInfo_WaterConsumer","GeositeInfo_SiteSelector"
"Dept Water - Pretoria","2525BB00204","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00205","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00206","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00207","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00208","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00209","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00210","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00211","Borehole","-25.06726","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CD00015","Borehole","-25.06004","26.03634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1140","KALKFONTEIN","0001 ",,,,,"","2526AA","North West","JP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CD00016","Borehole","-25.06004","26.03689","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1140","KALKFONTEIN","0001 ",,,,,"","2526AA","North West","JP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CD00013","Borehole","-25.05977","26.03606","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1140","KALKFONTEIN","0001 ",,,,,"","2526AA","North West","JP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CD00014","Borehole","-25.05977","26.03634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1140","KALKFONTEIN","0001 ",,,,,"","2526AA","North West","JP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2426CD00012","Borehole","-25.05949","26.03606","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1140","KALKFONTEIN","0001 ",,,,,"","2526AA","North West","JP","A32C","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00182","Borehole","-25.05226","25.97577","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1120","DOORNLAAGTE","0002 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2525BB00026","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00019","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00020","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00021","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00022","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00023","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00024","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh",,"Agriculture",,
"Dept Water - Pretoria","2525BB00025","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Salty",,,,
"Dept Water - Pretoria","2525BB00027","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00028","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00029","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN PORTION GROUP 2 KAMP 3","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00030","Borehole","-25.05059","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1080","KALKPAN PORTION GROUP 2 KAMP 2","0003 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2525BBE1121","Borehole","-25.03413","25.93503","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1086",,,,,"Tshelofelo Farm","Unknown: Inaccessible Geosite","2016-08-16","2525BB","North West",,"A10B",,,,,,,,"Production (Water Supply)",,,
"Dept Water - North West","2525BB00043","Borehole","-25.01730","25.88293","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,"Unknown: Inaccessible Geosite","2016-08-16","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00037","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00038","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00039","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00040","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh",,"Agriculture",,
"Dept Water - Pretoria","2525BB00041","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00042","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00044","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00045","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00046","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00143","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00144","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00145","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00146","Borehole","-25.01726","25.88298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00142","Borehole","-25.01726","25.88303","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT","0013 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00083","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00084","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00085","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00086","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00087","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00088","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh",,"Domestic",,
"Dept Water - Pretoria","2525BB00089","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00090","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00091","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BB00092","Borehole","-25.01726","25.94966","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1100","RUITJESVLAKTE","0001 ",,,,,"","2525BB","North West","JO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2525CCE1102","Borehole","-25.01639","25.85750","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1066",,,,,"Sasanw P/School","Unknown: Inaccessible Geosite","2016-08-16",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00017","Borehole","-24.99752","25.91199","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1070","WITKLEIGAT PTN. SIKWANE VILLAGE SITE 3","0013 ",,,,"Unused: Abandoned","1998-06-17","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh","Production (Water Supply)","Domestic",,
"Dept Water - North West","2425DDV0002","Borehole","-24.99746","25.91193","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1073",,,,,"Sikwane Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDV0002","Borehole","-24.99746","25.91193","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1073",,,,,"Sikwane Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-71257","Borehole","-24.99096","25.91624","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1482",,,,,"Moshana",,"",,"North West",,"A10B",,,,,,,,"Production (Water Supply)",,,
"Dept Water - Pretoria","2425DD00032","Borehole","-24.99041","25.91582","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1070","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0052","Borehole","-24.98908","25.89038","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1059",,,,,"Moshaneng, Mmakgaje M/S","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0052","Borehole","-24.98908","25.89038","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1059",,,,,"Moshaneng, Mmakgaje M/S","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00022","Borehole","-24.98902","25.92051","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1070","WITKLEIGAT","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0065","Borehole","-24.98896","25.92046","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1081",,,,,"Witkleigat Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0065","Borehole","-24.98896","25.92046","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1081",,,,,"Witkleigat Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00033","Borehole","-24.98651","25.88806","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1050","WITKLEIGAT PTN. MAGAYENG MIDDLE SCHOOL","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","08-72054","Borehole","-24.98579","25.89103","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1047","WITKLEIGAT","13",,,"MOSHANA","In Use: Unknown","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - North West","2425DDE0002","Borehole","-24.98574","25.88715","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1056",,,,,"Witkleigat, Magayeng M/Schl","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,"Production (Water Supply)",,,
"Dept Water - North West","08-72055","Borehole","-24.98556","25.90445","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1057","WITKLEIGAT","13",,,"MOSHANA","Unused: Dry - Unknown","2017-06-22",,"North West",,"A10B",,"Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface",,,,,,
"Dept Water - North West","08-71468","Borehole","-24.98423","25.89809","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1055",,,,,"Moshana","Unused: Irrepairably Destroyed","2016-08-16",,"North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00018","Borehole","-24.98386","25.91483","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1070","WITKLEIGAT PTN. SIKWANE VILLAGE SITE 2","0013 ",,,,"Unused: Abandoned","1998-06-16","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh","Production (Water Supply)","Domestic",,
"Dept Water - North West","2425DDV0001","Borehole","-24.98380","25.91477","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1074",,,,,"Sikwane Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDV0001","Borehole","-24.98380","25.91477","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1074",,,,,"Sikwane Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00021","Borehole","-24.98330","25.89744","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1060","WITKLEIGAT PTN. ROAD CAMP","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0010","Borehole","-24.98302","25.91523","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1075",,,,,"Witkleigat","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0010","Borehole","-24.98302","25.91523","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1075",,,,,"Witkleigat","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0068","Borehole","-24.98297","25.91536","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1064",,,,,"Witkleigat","Unused: Irrepairably Destroyed","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-72053","Borehole","-24.98280","25.88608","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1044","WITKLEIGAT","13",,,"MOSHANA","Unused: Dry - Unknown","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - North West","2425DDE0069","Borehole","-24.98200","25.87807","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1063",,,,,"Witkleigat Village","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0069","Borehole","-24.98200","25.87807","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1063",,,,,"Witkleigat Village","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00027","Borehole","-24.98177","25.88778","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1050","WITKLEIGAT PTN. MPOLOKANG HIGH SCHOOL","0013 ",,,,,"","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2425DDE0003","Borehole","-24.98172","25.88772","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1056",,,,,"Witkleigat, Mpolokang H/Schl","In Use: Unknown","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","2425DDE0003","Borehole","-24.98172","25.88772","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1056",,,,,"Witkleigat, Mpolokang H/Schl","Unknown: Inaccessible Geosite","2016-08-16","2425DD","North West",,"A10B",,,,,,,,,,,
"Dept Water - North West","08-72061","Borehole","-24.98140","25.86660","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1058","WITKLEIGAT","13",,,"MOSHANA","Unused: Abandoned","2017-06-22",,"North West","KO","A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Shrubland and Low Fynbos",,,,,
"Dept Water - North West","2425DD00005","Borehole","-24.98091","25.87932","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1070","WITKLEIGAT","0013 ",,,,"In Use: Unknown","2016-08-16","2425DD","North West","KO","A10B","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,"Fresh","Production (Water Supply)","Domestic",,
"Dept Water - North West","08-72051","Borehole","-24.98066","25.87633","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1059","WITKLEIGAT","13",,,"MOSHANA","Unused: Irrepairably Destroyed","2017-06-22",,"North West",,,"Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
"Dept Water - North West","08-72050","Borehole","-24.97966","25.87633","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1054","WITKLEIGAT","13",,,"MOSHANA","Unused: Irrepairably Destroyed","2017-06-22",,"North West",,"A10B","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Degraded: Grassland",,,,,
